"","x"
"230",0.0420497347547973
"231",0.0492367226244745
"232",0.0707703622679865
"233",-0.0300676178150077
"234",0.114715943743991
"235",-0.0341845465941962
"236",0.0151444997255417
"237",-0.0165574313454049
"238",-0.00208466382079244
"239",0.0616631408168678
"240",-0.0410821414931474
"241",0.0591181105502998
"242",-0.0481929755395122
"243",-0.0843479158012595
"244",-0.161611311960338
"245",-0.03735838487448
"246",-0.0529031325740445
"247",-0.0806229836151521
"248",0.0131331286604779
"249",-0.0398321082472588
"250",-0.0467762744987904
"251",0.0303873212573487
"252",0.188567991286475
"253",-0.00518252661120001
"254",-0.0334365503892425
"255",0.00925752284859185
"256",-0.0652103080255394
"257",-0.0173627319439806
"258",-0.0915428984461687
"259",-0.0384806911723371
"260",0.0842553884614236
"261",-0.0733984673428556
"262",0.0145585609619939
"263",-0.0154964291733125
"264",-0.0477316454883721
"265",-0.113852138812422
"266",-0.0267149769169548
"267",-0.0354413297235294
"268",-0.0181519399176747
"269",0.0256734434495352
"270",0.0105943176112665
"271",-0.0589392387533404
"272",0.0754221993052468
"273",-0.140780236377565
"274",-0.0518044265454835
"275",0.0880459332127016
"276",0.108318632830542
"277",-0.0574893096188662
"278",0.0128713128009625
"279",0.0612859633679007
"280",-0.0325044930920682
"281",0.0339282473232827
"282",-0.0430881928030304
"283",0.0366282523361545
"284",0.00168358804565775
"285",-0.128522242248269
"286",-0.00118092307154229
"287",-0.0226973979579561
"288",-0.0358629546103937
"289",-0.0412372413472757
"290",-0.0310034658399908
"291",0.11632425469764
"292",-0.0835458048743823
"293",0.069372370450099
"294",0.0706624462311412
"295",-0.0268407271997861
"296",-0.00281208425855808
"297",0.0875789179747723
"298",-0.0474257475048519
"299",-0.00483488034824218
"300",-0.002050154828203
"301",-0.0713624916748489
"302",-0.00367734616896726
"303",-0.0633619051916504
"304",-0.00809423245299532
"305",-0.021758517921835
"306",0.0495841576478587
"307",-0.0490954873648597
"308",-0.0561267242205025
"309",-0.0228726857439344
"310",0.0589052854395123
"311",0.0100051576460749
"312",0.112608134324681
"313",-0.123805665818295
"314",-0.0383652359846491
"315",0.0440833041198031
"316",-0.0179227595214455
"317",-0.0405201549109558
"318",-0.168855747755341
"319",-0.017520459925835
"320",-0.0578436815769719
"321",-0.142698355465364
"322",0.0289950798606597
"323",0.13204080132582
"324",-0.0923616478081269
"325",0.0649504401825552
"326",0.134016025956617
"327",0.0111924677219382
"328",0.0531190952549804
"329",-0.119322628596761
"330",-0.0183685231315986
"331",0.0410573783740545
"332",0.0318051529966786
"333",0.0189349954685461
"334",-0.0808870639731556
"335",-0.0586142526551902
"336",0.029014313941291
"337",-0.0727641363824154
"338",0.0422468645279176
"339",-0.00291268520045074
"340",0.0252998514219048
"341",0.017552809210851
"342",0.133580003621361
"343",0.010676083442748
"344",0.0498833566170123
"345",-0.030623212615473
"346",-0.00809778849286107
"347",-0.0612250921304865
"348",0.0334388656696879
"349",-0.0178659264948901
"350",-0.0180307476214383
"351",-0.0531409766810392
"352",-0.0695711259495683
"353",-0.145660380255982
"354",-0.0637601135316543
"355",0.0126429322924429
"356",-0.0216639212795067
"357",0.00165543137179373
"358",-0.0108175134968539
"359",-0.189480456822874
"360",-0.0599722990839722
"361",0.0549882614194739
"362",-0.0452190297126948
"363",0.0149535021656689
"364",-0.00396971019588057
"365",-0.111051798881868
"366",-0.0481339657096436
"367",-0.0689982324638225
"368",0.00520836356749895
"369",-0.0201405278042096
"370",0.016300433550499
"371",0.00188938821027191
"372",-0.0750528012113308
"373",-0.012046066580387
"374",-0.0270949242866219
"375",0.158505121791804
"376",0.0297354805806232
"377",-0.120606162234306
"378",0.0307564641192412
"379",0.0742563153152386
"380",-0.0935509454865945
"381",-0.0227451203759344
"382",0.065115502394689
"383",-0.0841185509264493
"384",0.0160125935542492
"385",-0.0998952230869559
"386",-0.00219384063011647
"387",0.00285495007932131
"388",0.0866140374877453
"389",-0.0391154471949757
"390",-0.0856870698643005
"391",-0.0173583377573005
"392",0.116189673678679
"393",-0.107371413916295
"394",0.0594321667154731
"395",0.0510773344920317
"396",-0.0481499921502904
"397",-0.0571683265090349
"398",-0.0189100743296631
"399",4.39837046455401e-05
"400",-0.0146219232913688
"401",-0.0489486943374775
"402",0.0238784810241068
"403",0.062560321057889
"404",0.069153900685443
"405",-0.0168358766059997
"406",-0.0178646821644612
"407",0.00255932759407605
"408",-0.0486394644186016
"409",-0.0133324069162843
"410",0.0958875064303382
"411",-0.0343848047390341
"412",0.0520615172896449
"413",-0.0829560848809657
"414",0.014973975795239
"415",0.0175054405270764
"416",-0.0492306621182026
"417",-0.0135361394494199
"418",-0.0106179954716152
"419",0.0337258521351087
"420",-0.0645547762234499
"421",0.000922554874015649
"422",0.0984870181120533
"423",0.0127573838619827
"424",0.016229999025475
"425",0.0417330296254792
"426",0.045337052128696
"427",0.00239755447843886
"428",-0.0318059445510663
"429",0.00556496668403032
"430",-0.0373288642150096
"431",0.0609748627985099
"432",0.0797104347385583
"433",-0.0598001036950958
"434",-0.0392274370253062
"435",-0.0675445461370553
"436",0.0140670155905091
"437",-0.00955751090781566
"438",-0.113735262386052
"439",0.0167706351032172
"440",0.0718555095478675
"441",-0.00301370394167342
"442",-0.100947995181244
"443",0.0593368917740302
"444",-0.0764883915102685
"445",-0.0185868397913989
"446",-0.0567764389052265
"447",-0.0447992956771608
"448",-0.153290963148726
"449",0.0652359051514067
"450",0.0474282735751314
"451",0.0489228649740768
"452",0.0202454305874536
"453",-0.076748956972097
"454",-0.096597094345908
"455",-0.0373305095706095
"456",0.00773326287374886
"457",-0.0112034216461345
"458",-0.0664211865915678
"459",0.00656154291072095
"460",0.0458188910156904
"461",-0.0500687678807961
"462",0.133472762394842
"463",0.0210317665590422
"464",0.0443473664330334
"465",-0.0194310894714477
"466",0.0245914937569558
"467",0.130087057264701
"468",-0.0120946449648518
"469",0.00401168323385917
"470",0.0491943143543111
"471",-0.0928131124087836
"472",-0.114579350664825
"473",0.00884461130640694
"474",-0.0436059814495625
"475",0.103846514668709
"476",-0.056871992172486
"477",-0.0282020894541558
"478",-0.0380814440024783
"479",0.0466153450606711
"480",-0.0745949292196122
"481",0.0168625052985417
"482",-0.0109935113359712
"483",0.0554373211390229
"484",-0.0535879215740118
"485",0.0215483414261407
"486",-0.00761896370713242
"487",0.0802710722521272
"488",-0.0201421062897072
"489",-0.0914725554113002
"490",0.00614974629275026
"491",-0.022852186604813
"492",0.057690763403386
"493",-0.0513275603368239
"494",-0.11023668643227
"495",-0.110514655906304
"496",-0.0120227984962931
"497",-0.0710225169309606
"498",0.129656498995495
"499",-0.067698553293848
"500",0.0107697105729965
